"ts_id","tutor_id","tutoring_subject","is_linked","is_qualified"
0,0,"ACT English",0,0
39000,0,"Calculus",0,0
53625,0,"Elementary (K-6th)",0,0
58500,0,"Elementary Math",0,1
19500,0,"Algebra 1",0,0
87750,0,"Geometry",0,0
224250,0,"Trigonometry",0,1
112125,0,"Microsoft Excel",0,1
9750,0,"ACT Reading",0,0
136500,0,"Physics",0,0
141375,0,"Prealgebra",0,0
146250,0,"Precalculus",0,0
4875,0,"ACT Math",0,0
175500,0,"SAT Math",0,0
180375,0,"SAT Reading",0,1
185250,0,"SAT Writing",0,1
24375,0,"Algebra 2",0,0
195001,1,"Spanish",0,0
126752,2,"PSAT",0,0
34127,2,"Biology",0,0
4877,2,"ACT Math",0,0
9752,2,"ACT Reading",0,0
43877,2,"Chemistry",0,0
29252,2,"American History",0,1
136502,2,"Physics",0,0
2,2,"ACT English",0,0
185252,2,"SAT Writing",0,1
107252,2,"Literature",0,0
180377,2,"SAT Reading",0,1
175502,2,"SAT Math",0,1
107253,3,"Literature",0,0
214503,3,"Study Skills",0,0
68253,3,"English",0,0
53628,3,"Elementary (K-6th)",0,0
97503,3,"Grammar",0,0
165753,3,"Reading",0,0
156003,3,"Proofreading",0,1
238878,3,"Writing",0,0
48753,3,"ESL/ESOL",0,0
229128,3,"Vocabulary",0,1
185254,4,"SAT Writing",0,1
238879,4,"Writing",0,0
234004,4,"World History",0,1
229129,4,"Vocabulary",0,1
165754,4,"Reading",0,0
68254,4,"English",0,0
73129,4,"European History",0,0
48754,4,"ESL/ESOL",0,0
156004,4,"Proofreading",0,0
195004,4,"Spanish",0,1
107254,4,"Literature",0,0
29254,4,"American History",0,0
97504,4,"Grammar",0,0
170630,5,"Regents",0,0
34130,5,"Biology",0,0
136505,5,"Physics",0,1
43880,5,"Chemistry",0,0
58506,6,"Elementary Math",0,0
97506,6,"Grammar",0,0
238881,6,"Writing",0,0
156006,6,"Proofreading",0,0
107257,7,"Literature",0,0
234007,7,"World History",0,0
97507,7,"Grammar",0,1
121883,8,"Microsoft Word",0,1
160883,8,"Public Speaking",0,0
229133,8,"Vocabulary",0,0
48758,8,"ESL/ESOL",0,0
131633,8,"Phonics",0,0
214508,8,"Study Skills",0,0
219383,8,"TOEFL",0,1
29258,8,"American History",0,1
107258,8,"Literature",0,0
180383,8,"SAT Reading",0,0
238883,8,"Writing",0,0
156008,8,"Proofreading",0,0
185258,8,"SAT Writing",0,0
97508,8,"Grammar",0,0
68258,8,"English",0,0
107259,9,"Literature",0,0
9,9,"ACT English",0,0
238884,9,"Writing",0,1
170634,9,"Regents",0,0
204759,9,"Spelling",0,0
175509,9,"SAT Math",0,0
185259,9,"SAT Writing",0,0
165759,9,"Reading",0,0
141384,9,"Prealgebra",0,0
156009,9,"Proofreading",0,1
9759,9,"ACT Reading",0,0
87759,9,"Geometry",0,0
126759,9,"PSAT",0,0
97509,9,"Grammar",0,0
19509,9,"Algebra 1",0,0
4884,9,"ACT Math",0,0
78009,9,"GED",0,0
224259,9,"Trigonometry",0,1
146259,9,"Precalculus",0,0
151134,9,"Probability",0,0
24384,9,"Algebra 2",0,0
180384,9,"SAT Reading",0,0
229134,9,"Vocabulary",0,1
68259,9,"English",0,0
224260,10,"Trigonometry",0,0
24385,10,"Algebra 2",0,0
165760,10,"Reading",0,0
126760,10,"PSAT",0,0
136510,10,"Physics",0,0
131635,10,"Phonics",0,0
180385,10,"SAT Reading",0,0
175510,10,"SAT Math",0,0
4885,10,"ACT Math",0,0
87760,10,"Geometry",0,0
68260,10,"English",0,0
160885,10,"Public Speaking",0,0
19510,10,"Algebra 1",0,0
107260,10,"Literature",0,0
34135,10,"Biology",0,0
48760,10,"ESL/ESOL",0,0
97510,10,"Grammar",0,0
214510,10,"Study Skills",0,0
146260,10,"Precalculus",0,0
39010,10,"Calculus",0,0
199885,10,"Special Needs",0,0
156010,10,"Proofreading",0,0
219385,10,"TOEFL",0,0
43885,10,"Chemistry",0,0
238885,10,"Writing",0,1
229135,10,"Vocabulary",0,0
185260,10,"SAT Writing",0,0
53635,10,"Elementary (K-6th)",0,0
9760,10,"ACT Reading",0,0
141385,10,"Prealgebra",0,0
170635,10,"Regents",0,0
121885,10,"Microsoft Word",0,0
29260,10,"American History",0,0
185261,11,"SAT Writing",0,0
175511,11,"SAT Math",0,0
126761,11,"PSAT",0,0
97511,11,"Grammar",0,0
112136,11,"Microsoft Excel",0,1
180386,11,"SAT Reading",0,0
107261,11,"Literature",0,0
78011,11,"GED",0,0
14636,11,"ADD/ADHD",0,0
229136,11,"Vocabulary",0,1
87761,11,"Geometry",0,0
219386,11,"TOEFL",0,1
9761,11,"ACT Reading",0,0
224261,11,"Trigonometry",0,1
204761,11,"Spelling",0,0
48761,11,"ESL/ESOL",0,0
165761,11,"Reading",0,0
146261,11,"Precalculus",0,0
4886,11,"ACT Math",0,0
19511,11,"Algebra 1",0,0
170636,11,"Regents",0,0
63386,11,"Elementary Science",0,0
209636,11,"Statistics",0,1
151136,11,"Probability",0,0
141386,11,"Prealgebra",0,0
68261,11,"English",0,0
11,11,"ACT English",0,0
39011,11,"Calculus",0,0
238886,11,"Writing",0,1
24386,11,"Algebra 2",0,0
58511,11,"Elementary Math",0,0
156011,11,"Proofreading",0,0
170637,12,"Regents",0,0
19512,12,"Algebra 1",0,0
87762,12,"Geometry",0,0
34137,12,"Biology",0,0
175512,12,"SAT Math",0,1
180387,12,"SAT Reading",0,1
97513,13,"Grammar",0,1
156013,13,"Proofreading",0,1
141388,13,"Prealgebra",0,0
185263,13,"SAT Writing",0,0
146263,13,"Precalculus",0,0
58513,13,"Elementary Math",0,0
175513,13,"SAT Math",0,0
9763,13,"ACT Reading",0,0
4888,13,"ACT Math",0,0
13,13,"ACT English",0,0
126763,13,"PSAT",0,0
180388,13,"SAT Reading",0,0
19513,13,"Algebra 1",0,0
24388,13,"Algebra 2",0,0
234014,14,"World History",0,1
112139,14,"Microsoft Excel",0,0
92639,14,"Government & Politics",0,0
107264,14,"Literature",0,0
121889,14,"Microsoft Word",0,0
238889,14,"Writing",0,1
97514,14,"Grammar",0,0
68264,14,"English",0,0
156014,14,"Proofreading",0,0
73139,14,"European History",0,0
29264,14,"American History",0,0
165764,14,"Reading",0,1
34140,15,"Biology",0,0
43890,15,"Chemistry",0,0
43891,16,"Chemistry",0,1
68267,17,"English",0,0
73142,17,"European History",0,0
82892,17,"Geography",0,0
29267,17,"American History",0,0
234017,17,"World History",0,0
107267,17,"Literature",0,0
238892,17,"Writing",0,1
156018,18,"Proofreading",0,0
97518,18,"Grammar",0,0
165768,18,"Reading",0,0
68268,18,"English",0,0
219393,18,"TOEFL",0,0
48768,18,"ESL/ESOL",0,0
229143,18,"Vocabulary",0,0
78018,18,"GED",0,0
238893,18,"Writing",0,0
204769,19,"Spelling",0,0
165769,19,"Reading",0,1
63394,19,"Elementary Science",0,0
229144,19,"Vocabulary",0,1
53644,19,"Elementary (K-6th)",0,0
58519,19,"Elementary Math",0,0
14644,19,"ADD/ADHD",0,0
97519,19,"Grammar",0,1
63395,20,"Elementary Science",0,0
20,20,"ACT English",0,0
238895,20,"Writing",0,1
229145,20,"Vocabulary",0,1
34145,20,"Biology",0,0
170645,20,"Regents",0,0
19520,20,"Algebra 1",0,0
141395,20,"Prealgebra",0,0
156021,21,"Proofreading",0,1
214521,21,"Study Skills",0,0
180396,21,"SAT Reading",0,0
107271,21,"Literature",0,0
185271,21,"SAT Writing",0,1
68271,21,"English",0,0
229146,21,"Vocabulary",0,1
48771,21,"ESL/ESOL",0,0
97521,21,"Grammar",0,0
73147,22,"European History",0,0
82897,22,"Geography",0,0
214522,22,"Study Skills",0,0
204772,22,"Spelling",0,0
165772,22,"Reading",0,0
234022,22,"World History",0,1
68272,22,"English",0,0
92647,22,"Government & Politics",0,0
48772,22,"ESL/ESOL",0,0
219397,22,"TOEFL",0,1
238897,22,"Writing",0,1
107272,22,"Literature",0,0
229147,22,"Vocabulary",0,1
29272,22,"American History",0,0
97522,22,"Grammar",0,0
156022,22,"Proofreading",0,1
224273,23,"Trigonometry",0,1
136523,23,"Physics",0,1
23,23,"ACT English",0,0
63398,23,"Elementary Science",0,1
58523,23,"Elementary Math",0,0
9773,23,"ACT Reading",0,1
87773,23,"Geometry",0,0
175523,23,"SAT Math",0,1
121898,23,"Microsoft Word",0,1
141398,23,"Prealgebra",0,0
209648,23,"Statistics",0,1
4898,23,"ACT Math",0,0
19523,23,"Algebra 1",0,0
126773,23,"PSAT",0,0
24398,23,"Algebra 2",0,0
151148,23,"Probability",0,0
146273,23,"Precalculus",0,0
170648,23,"Regents",0,0
39023,23,"Calculus",0,0
126774,24,"PSAT",0,0
175524,24,"SAT Math",0,0
4899,24,"ACT Math",0,0
180399,24,"SAT Reading",0,0
24,24,"ACT English",0,0
185274,24,"SAT Writing",0,1
9774,24,"ACT Reading",0,0
43900,25,"Chemistry",0,0
78025,25,"GED",0,0
34150,25,"Biology",0,0
19525,25,"Algebra 1",0,0
73150,25,"European History",0,0
58525,25,"Elementary Math",0,0
97525,25,"Grammar",0,1
29275,25,"American History",0,0
126775,25,"PSAT",0,0
4900,25,"ACT Math",0,0
136525,25,"Physics",0,1
224275,25,"Trigonometry",0,1
87775,25,"Geometry",0,0
170650,25,"Regents",0,0
146275,25,"Precalculus",0,0
24400,25,"Algebra 2",0,0
39025,25,"Calculus",0,0
209650,25,"Statistics",0,1
234025,25,"World History",0,1
151150,25,"Probability",0,0
175525,25,"SAT Math",0,0
141400,25,"Prealgebra",0,0
92650,25,"Government & Politics",0,0
190150,25,"Social Studies",0,0
214526,26,"Study Skills",0,0
160901,26,"Public Speaking",0,0
234026,26,"World History",0,0
238901,26,"Writing",0,1
58526,26,"Elementary Math",0,0
53651,26,"Elementary (K-6th)",0,0
190151,26,"Social Studies",0,0
29276,26,"American History",0,0
131651,26,"Phonics",0,0
63401,26,"Elementary Science",0,0
204776,26,"Spelling",0,0
156026,26,"Proofreading",0,0
4901,26,"ACT Math",0,0
68276,26,"English",0,0
26,26,"ACT English",0,0
229151,26,"Vocabulary",0,0
126776,26,"PSAT",0,0
9776,26,"ACT Reading",0,0
165776,26,"Reading",0,0
185276,26,"SAT Writing",0,0
180401,26,"SAT Reading",0,0
107276,26,"Literature",0,0
175526,26,"SAT Math",0,0
92651,26,"Government & Politics",0,0
97526,26,"Grammar",0,0
102401,26,"Handwriting",0,0
73151,26,"European History",0,0
82901,26,"Geography",0,0
160902,27,"Public Speaking",0,0
229152,27,"Vocabulary",0,1
24402,27,"Algebra 2",0,0
156027,27,"Proofreading",0,0
165777,27,"Reading",0,0
175527,27,"SAT Math",0,1
185277,27,"SAT Writing",0,0
238902,27,"Writing",0,0
141402,27,"Prealgebra",0,0
107277,27,"Literature",0,0
97527,27,"Grammar",0,0
29277,27,"American History",0,0
68277,27,"English",0,0
121902,27,"Microsoft Word",0,1
73152,27,"European History",0,0
19527,27,"Algebra 1",0,0
180402,27,"SAT Reading",0,0
141403,28,"Prealgebra",0,1
165778,28,"Reading",0,1
121903,28,"Microsoft Word",0,1
19528,28,"Algebra 1",0,0
97528,28,"Grammar",0,0
58528,28,"Elementary Math",0,0
112153,28,"Microsoft Excel",0,0
204779,29,"Spelling",0,0
214529,29,"Study Skills",0,0
19529,29,"Algebra 1",0,0
68279,29,"English",0,0
24404,29,"Algebra 2",0,0
97529,29,"Grammar",0,0
175529,29,"SAT Math",0,0
131654,29,"Phonics",0,0
170654,29,"Regents",0,0
224279,29,"Trigonometry",0,0
156029,29,"Proofreading",0,0
165779,29,"Reading",0,0
238904,29,"Writing",0,0
229154,29,"Vocabulary",0,0
141404,29,"Prealgebra",0,0
117029,29,"Microsoft PowerPoint",0,0
199904,29,"Special Needs",0,0
121904,29,"Microsoft Word",0,0
87779,29,"Geometry",0,0
63404,29,"Elementary Science",0,0
34154,29,"Biology",0,0
126779,29,"PSAT",0,0
43904,29,"Chemistry",0,0
58529,29,"Elementary Math",0,0
185279,29,"SAT Writing",0,0
180404,29,"SAT Reading",0,0
48780,30,"ESL/ESOL",0,1
9781,31,"ACT Reading",0,0
126781,31,"PSAT",0,0
185281,31,"SAT Writing",0,0
180406,31,"SAT Reading",0,0
4906,31,"ACT Math",0,0
175531,31,"SAT Math",0,0
31,31,"ACT English",0,0
175532,32,"SAT Math",0,0
170657,32,"Regents",0,0
180407,32,"SAT Reading",0,1
87782,32,"Geometry",0,0
195032,32,"Spanish",0,0
141407,32,"Prealgebra",0,0
209657,32,"Statistics",0,0
224282,32,"Trigonometry",0,0
4907,32,"ACT Math",0,0
24407,32,"Algebra 2",0,0
19532,32,"Algebra 1",0,0
199908,33,"Special Needs",0,0
136534,34,"Physics",0,0
34159,34,"Biology",0,0
97535,35,"Grammar",0,0
68285,35,"English",0,0
214535,35,"Study Skills",0,0
165785,35,"Reading",0,0
131660,35,"Phonics",0,0
107285,35,"Literature",0,0
229160,35,"Vocabulary",0,1
238910,35,"Writing",0,0
204785,35,"Spelling",0,0
156035,35,"Proofreading",0,1
48786,36,"ESL/ESOL",0,0
165786,36,"Reading",0,0
107286,36,"Literature",0,0
195036,36,"Spanish",0,1
238911,36,"Writing",0,1
68286,36,"English",0,0
156036,36,"Proofreading",0,0
229161,36,"Vocabulary",0,1
141412,37,"Prealgebra",0,1
19537,37,"Algebra 1",0,0
185288,38,"SAT Writing",0,0
238913,38,"Writing",0,0
68288,38,"English",0,0
97538,38,"Grammar",0,0
156038,38,"Proofreading",0,1
165788,38,"Reading",0,0
180413,38,"SAT Reading",0,0
107288,38,"Literature",0,0
82914,39,"Geography",0,0
156039,39,"Proofreading",0,0
29289,39,"American History",0,0
34164,39,"Biology",0,1
238914,39,"Writing",0,0
39,39,"ACT English",0,0
214539,39,"Study Skills",0,0
9789,39,"ACT Reading",0,0
234039,39,"World History",0,1
199914,39,"Special Needs",0,0
53664,39,"Elementary (K-6th)",0,0
58539,39,"Elementary Math",0,0
19539,39,"Algebra 1",0,0
165789,39,"Reading",0,0
63414,39,"Elementary Science",0,0
97539,39,"Grammar",0,0
229164,39,"Vocabulary",0,1
68289,39,"English",0,0
160914,39,"Public Speaking",0,0
107289,39,"Literature",0,0
190164,39,"Social Studies",0,0
175539,39,"SAT Math",0,0
34165,40,"Biology",0,0
180415,40,"SAT Reading",0,0
43915,40,"Chemistry",0,0
175540,40,"SAT Math",0,1
185290,40,"SAT Writing",0,0
9790,40,"ACT Reading",0,0
40,40,"ACT English",0,0
136540,40,"Physics",0,0
4915,40,"ACT Math",0,0
185291,41,"SAT Writing",0,0
58541,41,"Elementary Math",0,0
190166,41,"Social Studies",0,0
146291,41,"Precalculus",0,0
136541,41,"Physics",0,0
151166,41,"Probability",0,0
234041,41,"World History",0,1
214541,41,"Study Skills",0,0
141416,41,"Prealgebra",0,0
204791,41,"Spelling",0,0
43916,41,"Chemistry",0,0
39041,41,"Calculus",0,0
209666,41,"Statistics",0,1
4916,41,"ACT Math",0,0
156041,41,"Proofreading",0,0
34166,41,"Biology",0,0
126791,41,"PSAT",0,0
165791,41,"Reading",0,0
175541,41,"SAT Math",0,0
24416,41,"Algebra 2",0,0
97541,41,"Grammar",0,0
92666,41,"Government & Politics",0,0
224291,41,"Trigonometry",0,0
229166,41,"Vocabulary",0,0
41,41,"ACT English",0,0
87791,41,"Geometry",0,0
107291,41,"Literature",0,0
82916,41,"Geography",0,0
73166,41,"European History",0,0
9791,41,"ACT Reading",0,0
68291,41,"English",0,0
63416,41,"Elementary Science",0,0
19541,41,"Algebra 1",0,0
180416,41,"SAT Reading",0,0
238916,41,"Writing",0,0
29291,41,"American History",0,0
185292,42,"SAT Writing",0,0
175542,42,"SAT Math",0,1
238917,42,"Writing",0,1
180417,42,"SAT Reading",0,0
160917,42,"Public Speaking",0,0
195043,43,"Spanish",0,0
48793,43,"ESL/ESOL",0,0
117044,44,"Microsoft PowerPoint",0,0
112169,44,"Microsoft Excel",0,0
219419,44,"TOEFL",0,1
87794,44,"Geometry",0,0
180419,44,"SAT Reading",0,0
19544,44,"Algebra 1",0,0
126794,44,"PSAT",0,0
146294,44,"Precalculus",0,0
229169,44,"Vocabulary",0,1
185294,44,"SAT Writing",0,0
141419,44,"Prealgebra",0,0
224294,44,"Trigonometry",0,0
121919,44,"Microsoft Word",0,1
24419,44,"Algebra 2",0,0
209669,44,"Statistics",0,1
175544,44,"SAT Math",0,0
238919,44,"Writing",0,1
185295,45,"SAT Writing",0,1
156045,45,"Proofreading",0,1
165795,45,"Reading",0,1
107295,45,"Literature",0,0
97545,45,"Grammar",0,0
238920,45,"Writing",0,1
68295,45,"English",0,0
87796,46,"Geometry",0,0
39046,46,"Calculus",0,0
224296,46,"Trigonometry",0,1
19546,46,"Algebra 1",0,0
136546,46,"Physics",0,1
146296,46,"Precalculus",0,0
175546,46,"SAT Math",0,1
141421,46,"Prealgebra",0,0
24421,46,"Algebra 2",0,0
9797,47,"ACT Reading",0,0
73172,47,"European History",0,0
238922,47,"Writing",0,1
180422,47,"SAT Reading",0,0
97547,47,"Grammar",0,0
47,47,"ACT English",0,0
107297,47,"Literature",0,0
229172,47,"Vocabulary",0,0
126797,47,"PSAT",0,0
234047,47,"World History",0,0
29297,47,"American History",0,0
165797,47,"Reading",0,0
185297,47,"SAT Writing",0,0
92672,47,"Government & Politics",0,0
68298,48,"English",0,0
156048,48,"Proofreading",0,1
238923,48,"Writing",0,1
107298,48,"Literature",0,0
9799,49,"ACT Reading",0,0
180424,49,"SAT Reading",0,0
190174,49,"Social Studies",0,0
97549,49,"Grammar",0,0
185299,49,"SAT Writing",0,0
73174,49,"European History",0,0
29299,49,"American History",0,0
165799,49,"Reading",0,0
234049,49,"World History",0,1
156049,49,"Proofreading",0,0
49,49,"ACT English",0,0
214549,49,"Study Skills",0,0
68299,49,"English",0,0
229174,49,"Vocabulary",0,1
160924,49,"Public Speaking",0,0
92674,49,"Government & Politics",0,0
107299,49,"Literature",0,0
238924,49,"Writing",0,1
50,50,"ACT English",0,0
160925,50,"Public Speaking",0,0
87800,50,"Geometry",0,0
14675,50,"ADD/ADHD",0,0
107300,50,"Literature",0,0
185300,50,"SAT Writing",0,0
24425,50,"Algebra 2",0,0
170675,50,"Regents",0,0
165800,50,"Reading",0,0
229175,50,"Vocabulary",0,1
175550,50,"SAT Math",0,0
9800,50,"ACT Reading",0,0
97550,50,"Grammar",0,0
238925,50,"Writing",0,0
63425,50,"Elementary Science",0,0
156050,50,"Proofreading",0,0
19550,50,"Algebra 1",0,0
58550,50,"Elementary Math",0,0
43925,50,"Chemistry",0,0
180425,50,"SAT Reading",0,0
126800,50,"PSAT",0,0
131675,50,"Phonics",0,0
136550,50,"Physics",0,0
141425,50,"Prealgebra",0,0
214550,50,"Study Skills",0,0
53675,50,"Elementary (K-6th)",0,0
68300,50,"English",0,0
229176,51,"Vocabulary",0,1
19551,51,"Algebra 1",0,1
156051,51,"Proofreading",0,0
107301,51,"Literature",0,0
58551,51,"Elementary Math",0,0
204801,51,"Spelling",0,0
238926,51,"Writing",0,1
165801,51,"Reading",0,0
195051,51,"Spanish",0,1
68301,51,"English",0,0
52,52,"ACT English",0,0
238927,52,"Writing",0,1
48802,52,"ESL/ESOL",0,0
185302,52,"SAT Writing",0,0
9802,52,"ACT Reading",0,0
112177,52,"Microsoft Excel",0,0
121927,52,"Microsoft Word",0,0
160927,52,"Public Speaking",0,0
97552,52,"Grammar",0,0
165802,52,"Reading",0,0
180427,52,"SAT Reading",0,0
219427,52,"TOEFL",0,1
156052,52,"Proofreading",0,0
68302,52,"English",0,0
68303,53,"English",0,0
185303,53,"SAT Writing",0,1
92678,53,"Government & Politics",0,0
190178,53,"Social Studies",0,0
234053,53,"World History",0,1
229178,53,"Vocabulary",0,1
107303,53,"Literature",0,0
238928,53,"Writing",0,1
165803,53,"Reading",0,0
82928,53,"Geography",0,0
156053,53,"Proofreading",0,1
180428,53,"SAT Reading",0,0
48804,54,"ESL/ESOL",0,1
165804,54,"Reading",0,1
97554,54,"Grammar",0,1
48805,55,"ESL/ESOL",0,0
165805,55,"Reading",0,0
156055,55,"Proofreading",0,0
214555,55,"Study Skills",0,0
160930,55,"Public Speaking",0,0
204805,55,"Spelling",0,0
97555,55,"Grammar",0,0
107305,55,"Literature",0,0
238930,55,"Writing",0,0
229180,55,"Vocabulary",0,0
68305,55,"English",0,0
39056,56,"Calculus",0,0
24431,56,"Algebra 2",0,0
146306,56,"Precalculus",0,0
224306,56,"Trigonometry",0,0
19556,56,"Algebra 1",0,0
87806,56,"Geometry",0,0
121932,57,"Microsoft Word",0,0
53683,58,"Elementary (K-6th)",0,0
68308,58,"English",0,0
117058,58,"Microsoft PowerPoint",0,0
141433,58,"Prealgebra",0,1
204808,58,"Spelling",0,0
121933,58,"Microsoft Word",0,1
180433,58,"SAT Reading",0,0
112183,58,"Microsoft Excel",0,0
156058,58,"Proofreading",0,1
238933,58,"Writing",0,1
97558,58,"Grammar",0,0
58558,58,"Elementary Math",0,0
185308,58,"SAT Writing",0,1
214558,58,"Study Skills",0,0
102433,58,"Handwriting",0,0
131683,58,"Phonics",0,0
165808,58,"Reading",0,0
229183,58,"Vocabulary",0,1
156059,59,"Proofreading",0,1
68309,59,"English",0,0
238934,59,"Writing",0,0
229184,59,"Vocabulary",0,1
48809,59,"ESL/ESOL",0,0
78059,59,"GED",0,1
97559,59,"Grammar",0,0
165809,59,"Reading",0,0
156060,60,"Proofreading",0,1
107310,60,"Literature",0,0
141435,60,"Prealgebra",0,1
60,60,"ACT English",0,0
19560,60,"Algebra 1",0,0
238935,60,"Writing",0,0
165810,60,"Reading",0,0
68310,60,"English",0,0
229185,60,"Vocabulary",0,0
97560,60,"Grammar",0,0
199936,61,"Special Needs",0,0
204811,61,"Spelling",0,0
214561,61,"Study Skills",0,0
53686,61,"Elementary (K-6th)",0,0
131686,61,"Phonics",0,0
14686,61,"ADD/ADHD",0,0
229186,61,"Vocabulary",0,1
102436,61,"Handwriting",0,0
165811,61,"Reading",0,0
97561,61,"Grammar",0,1
238937,62,"Writing",0,1
219437,62,"TOEFL",0,0
14687,62,"ADD/ADHD",0,0
82937,62,"Geography",0,0
9812,62,"ACT Reading",0,0
78062,62,"GED",0,0
190187,62,"Social Studies",0,0
73187,62,"European History",0,0
204812,62,"Spelling",0,0
209687,62,"Statistics",0,0
117062,62,"Microsoft PowerPoint",0,0
180437,62,"SAT Reading",0,0
68312,62,"English",0,0
141437,62,"Prealgebra",0,0
121937,62,"Microsoft Word",0,0
214562,62,"Study Skills",0,0
19562,62,"Algebra 1",0,0
234062,62,"World History",0,0
4937,62,"ACT Math",0,0
53687,62,"Elementary (K-6th)",0,0
151187,62,"Probability",0,0
107312,62,"Literature",0,0
131687,62,"Phonics",0,0
156062,62,"Proofreading",0,0
185312,62,"SAT Writing",0,0
97562,62,"Grammar",0,0
229187,62,"Vocabulary",0,1
160937,62,"Public Speaking",0,0
87812,62,"Geometry",0,0
62,62,"ACT English",0,0
165812,62,"Reading",0,0
24437,62,"Algebra 2",0,0
175562,62,"SAT Math",0,0
199937,62,"Special Needs",0,0
29312,62,"American History",0,0
92687,62,"Government & Politics",0,0
24438,63,"Algebra 2",0,0
175563,63,"SAT Math",0,1
78063,63,"GED",0,0
112188,63,"Microsoft Excel",0,0
19563,63,"Algebra 1",0,0
141438,63,"Prealgebra",0,0
58563,63,"Elementary Math",0,1
121938,63,"Microsoft Word",0,1
64,64,"ACT English",0,0
204814,64,"Spelling",0,0
190189,64,"Social Studies",0,0
63439,64,"Elementary Science",0,0
234064,64,"World History",0,0
53689,64,"Elementary (K-6th)",0,0
131689,64,"Phonics",0,0
19564,64,"Algebra 1",0,0
48814,64,"ESL/ESOL",0,1
58564,64,"Elementary Math",0,0
29314,64,"American History",0,0
141439,64,"Prealgebra",0,0
107314,64,"Literature",0,0
238939,64,"Writing",0,1
9814,64,"ACT Reading",0,0
180439,64,"SAT Reading",0,1
156064,64,"Proofreading",0,0
165814,64,"Reading",0,0
229189,64,"Vocabulary",0,1
160939,64,"Public Speaking",0,0
24439,64,"Algebra 2",0,0
97564,64,"Grammar",0,0
68314,64,"English",0,0
39065,65,"Calculus",0,0
151190,65,"Probability",0,0
146315,65,"Precalculus",0,0
19565,65,"Algebra 1",0,0
224315,65,"Trigonometry",0,0
136565,65,"Physics",0,0
24440,65,"Algebra 2",0,0
141440,65,"Prealgebra",0,0
165816,66,"Reading",0,0
190191,66,"Social Studies",0,0
238941,66,"Writing",0,1
131691,66,"Phonics",0,0
199941,66,"Special Needs",0,0
234066,66,"World History",0,0
29316,66,"American History",0,0
214566,66,"Study Skills",0,0
92691,66,"Government & Politics",0,0
73191,66,"European History",0,0
53691,66,"Elementary (K-6th)",0,0
82941,66,"Geography",0,0
14691,66,"ADD/ADHD",0,0
102441,66,"Handwriting",0,0
97566,66,"Grammar",0,1
229191,66,"Vocabulary",0,1
58566,66,"Elementary Math",0,0
63441,66,"Elementary Science",0,0
68316,66,"English",0,0
126817,67,"PSAT",0,0
180442,67,"SAT Reading",0,0
238942,67,"Writing",0,0
219442,67,"TOEFL",0,1
63442,67,"Elementary Science",0,0
48817,67,"ESL/ESOL",0,0
68317,67,"English",0,0
165817,67,"Reading",0,0
58567,67,"Elementary Math",0,0
229192,67,"Vocabulary",0,1
185317,67,"SAT Writing",0,0
53692,67,"Elementary (K-6th)",0,0
175567,67,"SAT Math",0,0
97568,68,"Grammar",0,0
238943,68,"Writing",0,1
156068,68,"Proofreading",0,1
165818,68,"Reading",0,0
229193,68,"Vocabulary",0,1
107319,69,"Literature",0,0
238944,69,"Writing",0,1
156069,69,"Proofreading",0,1
185319,69,"SAT Writing",0,1
229194,69,"Vocabulary",0,1
165819,69,"Reading",0,0
68319,69,"English",0,0
180444,69,"SAT Reading",0,0
97569,69,"Grammar",0,0
204819,69,"Spelling",0,0
53694,69,"Elementary (K-6th)",0,0
58569,69,"Elementary Math",0,0
24445,70,"Algebra 2",0,0
214570,70,"Study Skills",0,0
136570,70,"Physics",0,0
97570,70,"Grammar",0,0
19570,70,"Algebra 1",0,0
53695,70,"Elementary (K-6th)",0,0
156070,70,"Proofreading",0,0
185320,70,"SAT Writing",0,0
131695,70,"Phonics",0,0
195070,70,"Spanish",0,0
190195,70,"Social Studies",0,0
58570,70,"Elementary Math",0,0
68320,70,"English",0,0
141445,70,"Prealgebra",0,0
234070,70,"World History",0,1
48820,70,"ESL/ESOL",0,0
29320,70,"American History",0,0
34195,70,"Biology",0,0
238945,70,"Writing",0,1
43945,70,"Chemistry",0,0
107320,70,"Literature",0,0
219445,70,"TOEFL",0,0
39070,70,"Calculus",0,0
146320,70,"Precalculus",0,0
63445,70,"Elementary Science",0,0
180445,70,"SAT Reading",0,0
229195,70,"Vocabulary",0,1
87820,70,"Geometry",0,0
170695,70,"Regents",0,0
175570,70,"SAT Math",0,1
165820,70,"Reading",0,0
175571,71,"SAT Math",0,0
102446,71,"Handwriting",0,0
53696,71,"Elementary (K-6th)",0,0
112196,71,"Microsoft Excel",0,0
214571,71,"Study Skills",0,0
156071,71,"Proofreading",0,0
87821,71,"Geometry",0,0
39071,71,"Calculus",0,0
141446,71,"Prealgebra",0,0
204821,71,"Spelling",0,0
238946,71,"Writing",0,1
117071,71,"Microsoft PowerPoint",0,0
180446,71,"SAT Reading",0,0
43946,71,"Chemistry",0,0
146321,71,"Precalculus",0,0
224321,71,"Trigonometry",0,1
24446,71,"Algebra 2",0,0
229196,71,"Vocabulary",0,1
185321,71,"SAT Writing",0,1
68321,71,"English",0,0
165821,71,"Reading",0,0
121946,71,"Microsoft Word",0,1
63446,71,"Elementary Science",0,0
58571,71,"Elementary Math",0,0
19571,71,"Algebra 1",0,0
97571,71,"Grammar",0,0
